pk_shop,date_collected,shopid,name,join_month,join_day,join_year,item_count,follower_count,response_time,response_rate,shop_location,rating_bad,rating_good,rating_normal,rating_star,is_shopee_verified,is_official_shop
20210621312990876,2021-06-21,312990876,supplierhijabfashion.ph,September,22,2020,1201,4684, 08:00:01,100,,276,1580,303,4.06,0,0
202106215302656,2021-06-21,5302656,Ulzzaang.ph,May,3,2016,406,141685, 10:30:02,83,"Bacoor,Cavite",187,25565,637,4.87,0,0
20210621294013171,2021-06-21,294013171,Ladyfair Fashion and Beauty,August,8,2020,35,64287, 09:55:25,100,"Malabon City,Metro Manila",78,6772,247,4.82,0,0
20210621297008262,2021-06-21,297008262,Jimei Shop,August,15,2020,31,455, 12:01:35,74,,3,116,8,4.68,0,0
20210621180767252,2021-06-21,180767252,korean top&Crop Top,September,19,2019,2143,13023, 10:43:49,30,,144,5517,406,4.69,0,0
2021062133547364,2021-06-21,33547364,elegant dress,September,6,2017,361,396132, 10:14:16,96,"Binondo,Metro Manila",12180,210522,18119,4.55,0,0
2021062120477406,2021-06-21,20477406,PinSan UnderWear,April,17,2017,217,524899, 08:05:03,94,"Binondo,Metro Manila",7992,620347,25459,4.8,1,0
20210621299396535,2021-06-21,299396535,Pretty Comy Women Fashion,August,21,2020,564,67148, 10:41:17,88,,88,13851,343,4.88,0,0
2021062112280641,2021-06-21,12280641,R Squared PH,November,12,2016,97,62492, 11:45:37,69,"Taytay,Rizal",310,30950,1080,4.84,1,0
2021062125587666,2021-06-21,25587666,Kily.Ph Online,June,15,2017,326,1172325, 12:02:33,73,"Taytay,Rizal",16183,877459,40603,4.77,1,0
2021062136365595,2021-06-21,36365595,korean terno dress,September,27,2017,369,48268, 10:17:14,63,"Binondo,Metro Manila",2359,33645,3738,4.46,0,0
20210621276895504,2021-06-21,276895504,MC.com,June,22,2020,264,26942, 10:51:12,29,"Valenzuela City,Metro Manila",1258,23096,2342,4.53,0,0
2021062119100527,2021-06-21,19100527,Mumu,March,28,2017,296,1640368, 10:12:48,74,"Valenzuela City,Metro Manila",21703,3339616,62398,4.89,1,0
2021062117325060,2021-06-21,17325060,joymarcelo_rtwclothing,March,1,2017,1146,366480, 10:42:26,81,"San Mateo,Rizal",2439,180971,6127,4.83,1,0
20210621316239219,2021-06-21,316239219,keykeyshop.ph,September,30,2020,326,3644, 08:00:01,100,,79,1188,171,4.43,0,0
20210621276428558,2021-06-21,276428558,cottonandbuttons,June,20,2020,47,5138, 11:04:43,41,"Taytay,Rizal",23,3045,99,4.85,0,0
20210621218401063,2021-06-21,218401063,Corona Online Store,January,11,2020,227,18939, 09:09:05,82,"Iloilo City,Iloilo",229,6553,495,4.64,0,0
2021062151952313,2021-06-21,51952313,Thala's Shoppe,January,11,2018,12,2554, 11:07:02,78,"Caloocan City,Metro Manila",3,273,10,4.84,0,0
2021062110615128,2021-06-21,10615128,Hex Manila,October,3,2016,233,119053, 12:58:25,38,"Pasig City,Metro Manila",1045,20505,2031,4.54,0,0
20210621298717077,2021-06-21,298717077,Men's & Women's Clothing Store,August,19,2020,77,16184, 10:09:49,76,,294,5566,454,4.59,0,0
2021062131488555,2021-06-21,31488555,WPFashionBRA,August,21,2017,387,335277, 08:08:40,47,"San Nicolas,Metro Manila",3772,355670,11793,4.83,0,0
2021062149776252,2021-06-21,49776252,Wallet,December,26,2017,372,837038, 11:56:51,83,"Quezon City,Metro Manila",40184,2156674,84929,4.79,0,0
20210621373517388,2021-06-21,373517388,Posh mo yan,January,15,2021,118,1761, 09:24:33,98,"Antipolo City,Rizal",22,1278,50,4.81,0,0
20210621328781757,2021-06-21,328781757,Giselle G&G shop,October,28,2020,280,23114, 09:35:49,89,,22,3613,96,4.88,1,0
20210621144287446,2021-06-21,144287446,DVX Divisoria Extension,May,3,2019,1585,528163, 09:40:33,86,"Caloocan City,Metro Manila",5468,890508,15482,4.9,0,0
20210621273094218,2021-06-21,273094218,xiaoyi.ph,June,11,2020,126,52192, 08:34:25,99,,127,15456,463,4.85,1,0
20210621318520270,2021-06-21,318520270,Essentiel Manila,October,6,2020,261,49936, 08:34:11,100,"Angono,Rizal",29,6702,181,4.88,0,0
20210621207276020,2021-06-21,207276020,sweetcandyapparel,December,8,2019,137,50564, 11:57:04,90,"Quezon City,Metro Manila",34,9783,173,4.9,1,0
2021062139345649,2021-06-21,39345649,HESTIA  CLOSET 🌸,October,19,2017,37,26913, 11:05:38,30,"Navotas City,Metro Manila",76,9217,348,4.84,0,0
20210621281266301,2021-06-21,281266301,clothingpalette.10,July,4,2020,69,82706, 11:08:30,28,"Taytay,Rizal",89,28307,504,4.92,0,0
20210621155121457,2021-06-21,155121457,Aileen Fashion,June,13,2019,978,3868, 10:13:50,80,"San Nicolas,Metro Manila",27,8058,154,4.91,0,0
2021062115700195,2021-06-21,15700195,Jayson&Dhk Jeans,January,26,2017,645,50576, 11:54:22,80,"Binondo,Metro Manila",903,71569,2801,4.8,1,0
2021062140117535,2021-06-21,40117535,Women Blouses | MYQUEEN,October,24,2017,1822,105989, 10:03:44,92,,3331,75360,6463,4.58,1,0
20210621417317962,2021-06-21,417317962,MEIMEITALL,April,5,2021,477,1430, 09:20:04,96,,7,471,19,4.82,1,0
2021062185464254,2021-06-21,85464254,R.M SHOP,August,21,2018,339,8234, 12:03:39,24,"Binondo,Metro Manila",84,13232,327,4.88,0,0
2021062110948598,2021-06-21,10948598,OnlyYouth,October,11,2016,432,139472, 12:11:09,3,"Caloocan City,Metro Manila",1967,151821,4265,4.84,0,0
20210621324698020,2021-06-21,324698020,CN Store,October,19,2020,65,4349, 11:56:24,52,,57,1363,126,4.58,1,0
20210621306257177,2021-06-21,306257177,yiwuhansheng.ph,September,7,2020,200,875, 08:25:10,91,,9,187,15,4.59,0,0
2021062138951351,2021-06-21,38951351,comeandbuy Bra Crop,October,16,2017,3567,116168, 10:02:29,94,,3719,111876,7452,4.66,0,0
2021062150579919,2021-06-21,50579919,Dayday Collection,January,1,2018,17,774, 10:45:25,34,"Calamba City,Laguna",2,103,3,4.83,0,0
20210621317527502,2021-06-21,317527502,"Women's clothing, underwear",October,3,2020,22,666, 09:52:27,97,"Sampaloc,Metro Manila",6,215,22,4.65,0,0
2021062140117429,2021-06-21,40117429,felicelife.ph,October,24,2017,1657,132404, 11:53:53,85,,2132,86057,5021,4.71,1,0
20210621258468274,2021-06-21,258468274,MON AMIE PH,May,6,2020,431,149124, 11:47:03,45,"Taytay,Rizal",863,148497,2982,4.9,0,0
20210621323746985,2021-06-21,323746985,natapparel,October,17,2020,12,57, 10:42:14,56,"Quezon City,Metro Manila",2,312,6,4.85,0,0
2021062140841188,2021-06-21,40841188,XiaoZhaiNv Women's clothing,October,30,2017,1989,104471, 09:05:33,100,,299,28834,905,4.83,1,0
20210621141535018,2021-06-21,141535018,Diya Stand,April,22,2019,305,70870, 12:22:33,56,"San Nicolas,Metro Manila",230,34571,883,4.87,1,0
20210621331790042,2021-06-21,331790042,Crop Top & Korean Top,November,3,2020,685,89903, 11:28:04,100,,173,16285,494,4.85,0,0
20210621308480041,2021-06-21,308480041,Magic pocket,September,11,2020,53,975, 11:31:04,18,,2,211,16,4.73,0,0
20210621452323746,2021-06-21,452323746,havini.ph,May,27,2021,439,660, 09:55:14,96,,0,24,2,4.85,0,0
20210621275875058,2021-06-21,275875058,small__tomato.ph,June,19,2020,2648,83086, 10:00:39,95,,429,19397,1081,4.74,0,0
20210621196673372,2021-06-21,196673372,Fashion Women Clothes Shop,November,8,2019,624,14114, 12:25:59,46,,72,2622,131,4.73,0,0
20210621254711738,2021-06-21,254711738,hello.may.ph,April,27,2020,432,17601, 09:56:37,95,,183,17612,733,4.81,1,0
2021062164909636,2021-06-21,64909636,Women T-shirts & Korean Top,April,13,2018,1276,51268, 11:29:41,94,,562,21411,1251,4.7,1,0
2021062150822877,2021-06-21,50822877,Stylelaland,January,3,2018,515,72146, 12:05:11,73,"Taytay,Rizal",282,26168,1037,4.81,0,0
20210621290377008,2021-06-21,290377008,karastore.ph,July,29,2020,978,17722, 12:19:37,73,,41,7223,168,4.88,1,0
20210621449127685,2021-06-21,449127685,sixonegirl.ph,May,22,2021,65,69, 09:32:00,100,,0,3,0,5.0,0,0
20210621307419427,2021-06-21,307419427,shanshan.ph,September,9,2020,165,2092, 12:33:31,70,,29,1897,123,4.75,0,0
2021062141311013,2021-06-21,41311013,BuyMorePh,November,2,2017,350,1156124, 08:31:09,84,"Pasig City,Metro Manila",61440,927482,91025,4.49,0,0
20210621187135110,2021-06-21,187135110,shesgirl.ph Crop top KoreanTop,October,10,2019,1497,59192, 11:22:37,95,,330,17053,499,4.82,0,0
20210621262845064,2021-06-21,262845064,weabbyph.ph,May,16,2020,320,40450, 10:35:14,69,,114,10086,362,4.83,0,0
2021062186525247,2021-06-21,86525247,samgartrading,August,28,2018,173,11656, 11:35:22,73,"Pasig City,Metro Manila",146,9928,410,4.72,0,0
2021062136929169,2021-06-21,36929169,Awesome Ph,October,1,2017,530,37042, 10:14:13,85,"Taytay,Rizal",194,9070,479,4.75,0,0
20210621172176021,2021-06-21,172176021,COSHOP - women's clothes,August,22,2019,271,2834, 09:39:18,97,,96,3522,240,4.69,1,0
20210621401079546,2021-06-21,401079546,Huidong,March,11,2021,22,501, 08:48:19,95,"Sampaloc,Metro Manila",0,164,8,4.78,0,0
20210621325618926,2021-06-21,325618926,Be Young Life,October,21,2020,109,12674, 09:55:38,96,,22,2466,72,4.86,1,0
2021062111314636,2021-06-21,11314636,Lush Tiangge RTW Supplier,October,21,2016,192,30711, 11:43:57,7,"Taytay,Rizal",164,22592,530,4.88,0,0
20210621192699788,2021-06-21,192699788,korean top and oversized shirt,October,28,2019,1376,29823, 12:52:46,68,,120,9837,402,4.82,0,0
2021062136222507,2021-06-21,36222507,Beauty Fashion,September,26,2017,553,23206, 09:32:24,85,"Pasay City,Metro Manila",293,17314,671,4.8,0,0
20210621365058565,2021-06-21,365058565,LUCKY.HOUSE,December,29,2020,286,697, 13:15:52,47,"Tondo I / Ii,Metro Manila",8,518,17,4.83,0,0
2021062142199012,2021-06-21,42199012,showmestyle.ph,November,8,2017,1604,19929, 12:24:38,76,,592,19123,1121,4.7,0,0
20210621303372405,2021-06-21,303372405,GDTima2.ph,August,31,2020,633,57495, 10:03:33,98,,225,14264,663,4.77,0,0
20210621162058206,2021-06-21,162058206,Wanderwoman0920,July,11,2019,103,482, 09:07:15,66,"Tondo I / Ii,Metro Manila",2,592,7,4.94,0,0
20210621288394116,2021-06-21,288394116,Z&H🌿shop,July,23,2020,336,14746, 08:52:29,99,,30,5529,161,4.86,1,0
20210621270376961,2021-06-21,270376961,Trendy Tops below 99,June,4,2020,11,2039, 09:36:40,51,"Taytay,Rizal",6,882,25,4.87,0,0
20210621368444703,2021-06-21,368444703,Shopping Your Wardrobe,January,5,2021,159,993, 09:43:02,61,"Caloocan City,Metro Manila",4,172,5,4.79,0,0
2021062179439002,2021-06-21,79439002,J.A Online Shop,July,15,2018,205,15891, 11:18:49,16,"Mandaluyong City,Metro Manila",65,3570,205,4.74,0,0
20210621400757425,2021-06-21,400757425,baboland.ph,March,10,2021,79,185, 09:43:03,93,,1,65,5,4.69,1,0
2021062146399675,2021-06-21,46399675,ABUBOT_PH,December,5,2017,422,1937979, 10:15:58,55,"Pasig City,Metro Manila",101304,2004249,149128,4.58,0,0
2021062123250659,2021-06-21,23250659,Vida Swimwear,May,24,2017,1180,383910, 11:10:20,89,"Valenzuela City,Metro Manila",3534,438932,12284,4.86,1,0
20210621432495624,2021-06-21,432495624,old uncle,April,28,2021,77,205, 10:23:35,95,,1,51,3,4.78,0,0
2021062164151604,2021-06-21,64151604,HUILISHI MEN'S FASHIONG,April,7,2018,230,32869, 10:11:57,89,"Pasay City,Metro Manila",749,46096,1728,4.81,0,0
20210621161746899,2021-06-21,161746899,Elegant Men's Clothing Store,July,10,2019,311,1929, 10:25:23,52,,59,749,81,4.45,0,0
20210621262503614,2021-06-21,262503614,juness.ph,May,15,2020,571,26366, 09:01:03,95,,210,7193,558,4.64,0,0
20210621283754579,2021-06-21,283754579,No. 3 men's clothing store,July,10,2020,632,10925, 11:05:53,78,,308,4705,576,4.45,0,0
20210621372895129,2021-06-21,372895129,haibinzoulu.ph,January,14,2021,124,1942, 08:36:38,100,,33,1647,81,4.75,1,0
20210621414866159,2021-06-21,414866159, Youku Shangyi fashion store,April,1,2021,431,150, 09:07:50,75,,0,14,1,4.67,0,0
2021062144365222,2021-06-21,44365222,mr.only,November,21,2017,1722,34204, 10:02:14,94,,353,14186,989,4.68,1,0
2021062152451046,2021-06-21,52451046,short sleeves,January,15,2018,2701,43278, 08:12:03,99,,940,18163,1656,4.56,0,0
20210621349628990,2021-06-21,349628990,5ngyzt5ebj,December,3,2020,100,7678, 10:37:31,91,"Pasay City,Metro Manila",138,5738,278,4.76,0,0
20210621156756973,2021-06-21,156756973,huiluotuo.ph,June,20,2019,375,10236, 11:20:27,82,,333,6312,541,4.56,0,0
20210621323527762,2021-06-21,323527762,ST_Fashion MEN,October,16,2020,390,1880, 08:56:26,97,,45,652,69,4.48,1,0
20210621343498159,2021-06-21,343498159,men_clothes.ph,November,23,2020,1197,619, 10:19:43,100,,20,256,25,4.45,0,0
20210621314266101,2021-06-21,314266101,Fat Brothers men's Store,September,25,2020,464,6625, 09:11:48,100,,163,2905,312,4.51,0,0
20210621202193803,2021-06-21,202193803,JFD Shop,November,23,2019,332,6383, 09:55:40,99,,385,9810,716,4.64,0,0
20210621403612075,2021-06-21,403612075,Kaabin,March,15,2021,54,587, 09:56:39,98,,16,288,33,4.51,0,0
20210621296733620,2021-06-21,296733620,Hip-hop clothing,August,14,2020,768,9749, 09:17:11,89,,258,3260,358,4.45,0,0
2021062120816099,2021-06-21,20816099,Monkey King Online,April,22,2017,452,181867, 10:40:07,68,"Valenzuela City,Metro Manila",9467,145556,12834,4.52,0,0
20210621194667188,2021-06-21,194667188,WSD.ph,November,3,2019,323,4238, 10:51:31,94,"Tondo I / Ii,Metro Manila",136,3158,326,4.56,0,0
20210621266644184,2021-06-21,266644184,JUNEtime Shop,May,26,2020,814,32628, 09:29:06,98,,640,15414,1341,4.6,1,0
20210621254758936,2021-06-21,254758936,Mr.H_Fashion Clothes,April,27,2020,374,16177, 09:53:03,98,,205,2990,312,4.48,0,0
202106216928162,2021-06-21,6928162,BlusaAtbp (by Sasha),June,17,2016,211,32705, 10:38:36,95,"Taytay,Rizal",53,38049,299,4.95,0,0
20210621138783697,2021-06-21,138783697,Pink Laine Boutique,April,8,2019,388,87518, 11:24:28,57,"Paranaque City,Metro Manila",1291,53907,2956,4.73,0,0
20210621280871312,2021-06-21,280871312,DBD Men's Clothing Store,July,3,2020,171,1076, 12:11:17,78,,14,260,35,4.49,0,0
20210621263745732,2021-06-21,263745732,bingjian.ph,May,18,2020,423,25824, 10:37:57,97,,728,10637,1157,4.47,0,0
20210621315439847,2021-06-21,315439847,HY Store,September,28,2020,114,10433, 09:53:51,98,,300,4536,488,4.5,1,0
20210621364496206,2021-06-21,364496206,KEEP EASY Studio,December,28,2020,327,141, 09:10:18,90,,6,69,11,4.42,0,0
20210621237008067,2021-06-21,237008067,KT Clothing Studio,March,18,2020,2745,67428, 08:43:56,99,,1265,30465,2495,4.59,1,0
2021062135371686,2021-06-21,35371686,maxi Dress,September,19,2017,401,199438, 10:19:42,90,"Binondo,Metro Manila",7836,106266,10786,4.47,0,0
20210621277380946,2021-06-21,277380946,Men's Clothing Oolong Club,June,23,2020,465,9404, 10:03:37,95,,332,4506,469,4.47,0,0
20210621114762325,2021-06-21,114762325,Leonora's Boutique For A Cause,December,16,2018,171,48789, 11:19:33,72,"Taytay,Rizal",69,17231,226,4.92,0,0
2021062150114777,2021-06-21,50114777,BCUA Lingerie Bra and Panty,December,28,2017,525,111505, 11:08:13,61,"Pasay City,Metro Manila",6170,316351,14531,4.77,0,0
20210621398300573,2021-06-21,398300573,ATS.shop,March,6,2021,32,149, 12:59:56,20,"Binondo,Metro Manila",8,449,31,4.72,0,0
20210621302250255,2021-06-21,302250255,Zero Tide Hanbok,August,28,2020,689,11791, 09:13:25,97,,130,3831,319,4.63,0,0
2021062135369989,2021-06-21,35369989,ICM.STORE,September,19,2017,275,58417, 11:43:48,23,"Navotas City,Metro Manila",2415,69278,4317,4.67,0,0
20210621371422543,2021-06-21,371422543,Mollge,January,11,2021,73,2916, 09:41:59,99,,98,1586,139,4.53,0,0
2021062157235917,2021-06-21,57235917,INSPI,February,19,2018,650,776110, 08:15:20,100,"Quezon City,Metro Manila",5123,659093,14751,4.88,0,1
20210621315447242,2021-06-21,315447242,liwen.ph,September,28,2020,192,772, 08:30:34,93,,34,287,31,4.36,0,0
20210621136746139,2021-06-21,136746139,Solomon costumes,March,30,2019,110,3087, 13:37:37,52,"Navotas City,Metro Manila",79,1503,129,4.57,0,0
2021062147114599,2021-06-21,47114599,Simplediva,December,9,2017,79,34470, 10:02:24,90,"Valenzuela City,Metro Manila",786,63774,2123,4.82,1,0
2021062151801232,2021-06-21,51801232,DriFIT,January,10,2018,62,15972, 10:46:45,94,"Valenzuela City,Metro Manila",283,23154,827,4.82,0,0
20210621139558229,2021-06-21,139558229,media.ph,April,12,2019,332,43820, 09:17:43,100,"Tondo I / Ii,Metro Manila",1437,31403,3007,4.56,0,0
2021062162404318,2021-06-21,62404318,LuckyFashion,March,26,2018,318,231695, 10:21:16,46,"Navotas City,Metro Manila",6663,302014,14899,4.74,0,0
2021062135902344,2021-06-21,35902344,SHOP HUILISHI,September,24,2017,225,58195, 12:45:01,81,"Pasay City,Metro Manila",732,59868,2043,4.82,1,0
2021062139587061,2021-06-21,39587061,wolfzone online shop,October,20,2017,551,32635, 11:10:19,64,"Bacoor,Cavite",1945,44289,3360,4.61,0,0
2021062186411248,2021-06-21,86411248,EMILI-Y & U-VY FASHION,August,27,2018,681,493823, 08:49:13,97,"Las Pinas City,Metro Manila",10727,836484,32245,4.81,0,0
20210621216736857,2021-06-21,216736857,KICKSFASHIONWEAR,January,5,2020,161,9375, 13:06:38,78,"Pasay City,Metro Manila",154,12655,435,4.82,0,0
20210621212748497,2021-06-21,212748497,welfareshop11,December,21,2019,53,4459, 09:33:56,99,"Valenzuela City,Metro Manila",151,6528,394,4.71,0,0
20210621133940798,2021-06-21,133940798,mengyishi,March,17,2019,198,20879, 12:08:23,57,"Valenzuela City,Metro Manila",655,31363,1431,4.77,0,0
20210621301669184,2021-06-21,301669184,Crown Tshirt,August,27,2020,301,36846, 08:25:33,100,"Quezon City,Metro Manila",92,17572,368,4.9,0,1
20210621331265826,2021-06-21,331265826,lilishow002.ph,November,2,2020,831,3441, 10:00:04,91,,23,802,59,4.68,0,0
20210621291022738,2021-06-21,291022738,sy.maII,July,31,2020,163,3164, 12:01:09,8,"Paranaque City,Metro Manila",475,3950,567,4.3,0,0
20210621427683857,2021-06-21,427683857,guojunqiang.ph,April,21,2021,1123,137, 10:56:38,78,,1,106,2,4.91,0,0
20210621203572725,2021-06-21,203572725,DNEMNLPH,November,27,2019,410,157713, 11:21:12,90,"Cainta,Rizal",174,21302,677,4.84,1,0
2021062136754442,2021-06-21,36754442,KathrynClothing,September,30,2017,515,490687, 09:53:09,86,"Taytay,Rizal",4637,224357,10437,4.76,0,0
2021062149777615,2021-06-21,49777615,terno pants Infinity dress,December,26,2017,359,154736, 12:10:29,10,"Tondo I / Ii,Metro Manila",3999,181542,8685,4.76,0,0
20210621126018720,2021-06-21,126018720,croptop korean top dress,February,12,2019,1427,73527, 11:21:25,94,,357,22970,973,4.8,1,0
20210621243356831,2021-06-21,243356831,CL Dress&Tops Shop,April,9,2020,368,3493, 11:37:23,91,,3,134,4,4.8,0,0
20210621419954100,2021-06-21,419954100,Fall in love with you,April,9,2021,662,12783, 09:01:18,86,,13,795,36,4.79,1,0
20210621296000894,2021-06-21,296000894,yuantong199.ph,August,12,2020,2788,417, 09:24:50,94,,5,150,13,4.67,0,0
2021062129392066,2021-06-21,29392066,Clairecvc Shop,August,2,2017,1077,42651, 12:54:46,43,"Binondo,Metro Manila",1946,102429,3959,4.78,0,0
2021062127574322,2021-06-21,27574322,maxi dress NO1,July,12,2017,304,115819, 10:29:33,74,"San Nicolas,Metro Manila",2859,75380,5995,4.6,0,0
20210621392660226,2021-06-21,392660226,ChimChim'sBoutique,February,24,2021,53,583, 08:33:08,99,"Cabanatuan City,Nueva Ecija",0,99,0,4.97,0,0
2021062136247807,2021-06-21,36247807,NO1 casual dress,September,26,2017,356,342929, 10:34:16,73,"San Nicolas,Metro Manila",12308,239185,21696,4.55,1,0
20210621133659038,2021-06-21,133659038,VAMPIRE ONLINE PH,March,16,2019,237,78924, 10:58:42,73,"Taytay,Rizal",1904,36354,3049,4.57,1,0
2021062164909141,2021-06-21,64909141,ikon Bra Dress Crop top,April,13,2018,3555,196767, 10:52:10,99,,1815,100309,4820,4.77,0,0
20210621130823964,2021-06-21,130823964,AIMEI FASHION,March,4,2019,1617,47211, 11:45:58,83,,135,13743,481,4.83,1,0
20210621408422598,2021-06-21,408422598,YJ Blouse,March,22,2021,556,2975, 09:34:35,100,,26,1214,101,4.68,1,0
20210621324727362,2021-06-21,324727362,Ubras,October,19,2020,226,3315, 08:39:17,90,"Binondo,Metro Manila",28,3737,109,4.86,0,0
20210621420881087,2021-06-21,420881087,J&W Fashion,April,11,2021,187,297, 10:34:00,98,,2,32,1,4.68,0,0
20210621309751081,2021-06-21,309751081,peijiahao.ph,September,14,2020,465,95918, 11:26:24,63,,948,22450,2710,4.52,0,0
20210621264590394,2021-06-21,264590394,CLAIRE CLOTHING,May,20,2020,520,196776, 09:56:38,86,"Taytay,Rizal",1478,69079,3367,4.76,0,0
20210621290961765,2021-06-21,290961765,ximan.ph,July,31,2020,355,7327, 09:29:36,91,,14,882,37,4.79,1,0
20210621275072879,2021-06-21,275072879,PRLcloset,June,16,2020,64,7502, 12:18:54,49,"Antipolo City,Rizal",33,3430,119,4.83,0,0
20210621312874722,2021-06-21,312874722,Shopping Center boutique,September,22,2020,205,117221, 10:19:41,73,"San Nicolas,Metro Manila",781,30915,2222,4.69,1,0
2021062125811092,2021-06-21,25811092,angelcity.💋,June,17,2017,253,841621, 09:46:46,29,"Pasay City,Metro Manila",13024,682209,29746,4.77,0,0
20210621147240166,2021-06-21,147240166,88jackshop,May,14,2019,227,2622, 09:00:01,78,"Caloocan City,Metro Manila",21,811,75,4.66,0,0
2021062136934404,2021-06-21,36934404,Forever Melody(PLUS SIZE),October,1,2017,505,149983, 10:03:52,88,"Taytay,Rizal",1119,55489,2649,4.76,0,0
2021062164360491,2021-06-21,64360491,Yzkzks.ph,April,9,2018,606,79188, 10:21:49,94,"Pasay City,Metro Manila",382,54199,1138,4.89,0,0
20210628266802542,2021-06-28,266802542,SHUFU.PH | Fashion Women's,May,26,2020,165,3405, 09:55:39,93,,9,565,24,4.77,0,0
20210628187693161,2021-06-28,187693161,Korean House.PH,October,12,2019,301,1765, 09:11:44,84,,14,539,54,4.62,0,0
2021062836929169,2021-06-28,36929169,AwesomeShop,October,1,2017,513,38744, 10:19:41,84,"Taytay,Rizal",203,9648,517,4.75,0,0
2021062836247807,2021-06-28,36247807,NO1 casual dress,September,26,2017,357,345855, 10:35:27,74,"San Nicolas,Metro Manila",12353,240087,21784,4.55,1,0
2021062850114777,2021-06-28,50114777,BCUA Lingerie Bra and Panty,December,28,2017,531,112688, 11:12:36,60,"Pasay City,Metro Manila",6302,321178,14785,4.77,0,0
20210628435915347,2021-06-28,435915347,Unnie Ysa Boutique,May,3,2021,14,1219, 09:39:55,38,"Silang,Cavite",0,48,2,4.86,0,0
20210628313565900,2021-06-28,313565900,zhufeng2.ph,September,23,2020,194,1063, 09:25:06,98,,7,675,31,4.78,0,0
20210628312874722,2021-06-28,312874722,Shopping Center boutique,September,22,2020,206,122414, 10:11:36,74,"San Nicolas,Metro Manila",858,32383,2399,4.68,1,0
202106281083822,2021-06-28,1083822,Naked Clothing PH,October,11,2015,491,399237, 12:36:17,54,"Taytay,Rizal",2324,337593,8046,4.88,0,0
2021062840841188,2021-06-28,40841188,XiaoZhaiNv Women's clothing,October,30,2017,1703,106456, 09:04:03,100,,310,29734,928,4.83,1,0
20210628203572725,2021-06-28,203572725,DNEMNLPH,November,27,2019,411,161552, 11:20:15,91,"Cainta,Rizal",179,21807,687,4.84,1,0
20210628296000894,2021-06-28,296000894,yuantong199.ph,August,12,2020,2708,460, 09:31:09,96,,6,161,13,4.67,0,0
20210628468959708,2021-06-28,468959708,💗Trendy girl💗,June,17,2021,99,152, 09:51:51,30,"Sampaloc,Metro Manila",0,96,0,5.0,0,0
20210628264590394,2021-06-28,264590394,CLAIRE CLOTHING,May,20,2020,534,201034, 10:06:38,86,"Taytay,Rizal",1498,70826,3432,4.76,0,0
2021062836637203,2021-06-28,36637203,terno skirt dress,September,29,2017,151,121444, 10:13:22,77,"San Nicolas,Metro Manila",2534,64251,5480,4.61,1,0
20210628360379308,2021-06-28,360379308,Yzanice Shop,December,20,2020,75,4262, 08:33:50,97,,2,231,8,4.83,1,0
20210628451742606,2021-06-28,451742606,Freyle_Ph,May,26,2021,51,279, 09:37:10,99,"Quezon City,Metro Manila",0,542,8,4.9,0,0
2021062819100527,2021-06-28,19100527,Mumu,March,28,2017,303,1659792, 10:15:51,77,"Valenzuela City,Metro Manila",21877,3374104,62998,4.89,1,0
20210628418672464,2021-06-28,418672464,xuxixi,April,7,2021,220,13768, 10:23:37,91,,16,3146,71,4.89,1,0
20210628136836256,2021-06-28,136836256,GraBeYan PH,March,30,2019,118,73752, 10:30:18,99,"Pasay City,Metro Manila",290,50620,1246,4.88,1,0
20210628235309345,2021-06-28,235309345,ISOME.ph-Women's fashion,March,12,2020,713,5922, 12:30:06,80,,13,489,25,4.74,0,0
20210628322584626,2021-06-28,322584626,wjshow.ph,October,14,2020,177,829, 11:08:00,88,,4,337,16,4.78,1,0
2021062839345649,2021-06-28,39345649,HESTIA  CLOSET 🌸,October,19,2017,39,27263, 11:05:56,27,"Navotas City,Metro Manila",84,9739,361,4.84,0,0
20210628383340326,2021-06-28,383340326,lovely.thrift.finds,February,4,2021,27,14, 09:38:54,71,"Marikina City,Metro Manila",0,13,0,5.0,0,0
20210628122612617,2021-06-28,122612617,Arlyn.corpuz,January,25,2019,257,1635, 11:09:12,74,"Binondo,Metro Manila",3,45,6,4.47,0,0
2021062835044762,2021-06-28,35044762,RRX OnlineShop,September,16,2017,2296,336353, 13:01:03,52,"Binondo,Metro Manila",4531,167296,10090,4.7,0,0
20210628213293624,2021-06-28,213293624,Magandang buhay,December,23,2019,46,34047, 09:39:45,70,,81,6906,335,4.78,0,0
2021062817325060,2021-06-28,17325060,joymarcelo_rtwclothing,March,1,2017,1164,368849, 10:30:27,83,"San Mateo,Rizal",2449,182348,6154,4.83,1,0
2021062810615128,2021-06-28,10615128,Hex Manila,October,3,2016,238,121033, 12:53:26,24,"Pasig City,Metro Manila",1060,20864,2076,4.54,0,0
2021062831488555,2021-06-28,31488555,WPFashionBRA,August,21,2017,387,338795, 08:08:20,62,"Binondo,Metro Manila",3822,360247,11926,4.83,0,0
20210628113311722,2021-06-28,113311722,JDC CLOTHING,December,12,2018,32,926, 09:46:28,82,"Pasig City,Metro Manila",8,531,14,4.83,0,0
20210628372020341,2021-06-28,372020341,Cre8newtrends PH,January,12,2021,70,3706, 08:59:52,55,"Caloocan City,Metro Manila",20,975,66,4.72,0,0
2021062894468213,2021-06-28,94468213,The Hopeful Shop,October,5,2018,147,44532, 09:12:01,98,"Mandaluyong City,Metro Manila",76,13651,306,4.89,1,0
